AttID;AttName
435;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Oblong
427;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Lanceolate
431;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Oblanceolate
346;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Spatulate
428;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Egg-shaped, small end at tip
430;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Egg-shaped, small end at stem
432;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Elliptic or Oval
436;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Round
1780;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Fan shaped
440;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Heart shaped, pointed end at tip
441;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Heart shaped, pointed end at stem
489;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Triangular
810;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Awl
442;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Palmately 3-lobed
443;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Palmately 4-5 lobed
444;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Palmately > 5 lobed
445;Leaves / Basal or stem leaflet (IF COMPOUND / Leaflet shape / Pinnately lobed
21;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Terminal single flower or flowering head
69;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Axillary single flower or head
850;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Flowers paired - in 2's
54;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Spike                    (sessile)
51;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Raceme                (pedicelled)
60;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Panicle
689;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Raceme, spike or panicle 1-sided
218;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Helical Coil/Scorpioid
59;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Corymb/cyme
501;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Simple umbel
62;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Compound umbel, primary rays <7cm
495;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Compound umbel, primary rays >7cm
614;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Whorled around nodes
322;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Catkin --> see catkin menu
67;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Flowering Head
63;Flowers / Flower arrangement (Inflorescence) / Inflorescence Type / Cluster
326;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / < 1 cm      < .4 in
327;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 1-2 cm      .4 - .8 in
328;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 2-3 cm      .8 - 1.2 in
342;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 3-4 cm      1.2 - 1.6 in
343;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 4-5 cm      1.6 - 2.0 in
344;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 5-6 cm      2.0 - 2.4 in
646;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 6-7 cm      2.4 - 2.75 in
940;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 7-8 cm      2.75 - 3.2 in
1039;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 8-10 cm     3.2 - 3.9 in
1040;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 10-12 cm    3.9 - 4.7 in
468;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Female/pistillate catkin / 12-20 cm    4.7 - 7.9 in
841;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / < 1 cm      < .4 in
860;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 1-2 cm      .4 - .8 in
869;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 2-3 cm      .8 - 1.2 in
876;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 3-4 cm      1.2 - 1.6 in
885;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 4-5 cm      1.6 - 2.0 in
938;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 5-6 cm      2.0 - 2.4 in
939;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 6-7 cm      2.4 - 2.75 in
941;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 7-8 cm      2.75 - 3.2 in
949;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 8-10 cm     3.2 - 3.9 in
999;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin length / Male/staminate catkin / 10-12 cm    3.9 - 4.7 in  or longer
488;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin type and habit / Catkin erect to ascending
475;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin type and habit / Catkin drooping
493;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin type and habit / Catkin a persistent woody cone
496;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin time of appearance / Catkin appearing before the leaves
527;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin time of appearance / Catkin appearing with the leaves
528;Flowers / Flower arrangement (Inflorescence) / Catkins / Catkin time of appearance / Catkin appearing after the leaves
71;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 1
196;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 2
200;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 3
201;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 4
202;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 5-7
205;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 8-10
208;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 11-15
209;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 16-19
210;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 20-24
211;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 25-29
257;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 30-39
259;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / 40-50
260;Flowers / Flower arrangement (Inflorescence) / Number of flowers in inflorescence / > 50
212;Flowers / Flower arrangement (Inflorescence) / Whether flowers are sessile or pedicelled / NO pedicel, flower sessile
213;Flowers / Flower arrangement (Inflorescence) / Whether flowers are sessile or pedicelled / Pedicel present
1394;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts / NO bract(s) under/in inflorescence
1348;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts / Bracts under overall inflorescence
1349;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       1 bract under inflorescence
1370;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       2 bracts under inflorescence
1373;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       A whorl of bracts under infl.
1374;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /           A single perfoliate disk
1380;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       Cup-like involucres under infl.
1382;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /          Spathe under/around infl.
1407;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /         Bract(s) under secondary umbel
1387;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts / Bracts under individual flowers
1390;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       1 bract under each(most) flowers
1408;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /       2 bracts under each flower
1410;Flowers / Flower arrangement (Inflorescence) / Inflorescence bracts /         A whorl of bracts under each fl.
494;Flowers / Flower color [main color(s) only] / White
40;Flowers / Flower color [main color(s) only] / Pink to red
42;Flowers / Flower color [main color(s) only] / Red-orange/orange to yellow-orange
44;Flowers / Flower color [main color(s) only] / Yellow to yellow-green
46;Flowers / Flower color [main color(s) only] / Green or greenish-white
47;Flowers / Flower color [main color(s) only] / Blue
49;Flowers / Flower color [main color(s) only] / Blue-purple to red-purple
887;Flowers / Flower color [main color(s) only] / Reddish-brown to black
1629;Flowers / Flower color [main color(s) only] / Multi-colored
315;Flowers / Flower shape or type / NO petals nor sepals
624;Flowers / Flower shape or type / Regular/radial
96;Flowers / Flower shape or type /         Flat/rotate
95;Flowers / Flower shape or type /         Funnelform
203;Flowers / Flower shape or type /         Funnel, flared lip
99;Flowers / Flower shape or type /         Cylindrical
97;Flowers / Flower shape or type /         Bell or cup-shaped
13;Flowers / Flower shape or type /         Urn shaped
332;Flowers / Flower shape or type /         Petals reflexed backward
100;Flowers / Flower shape or type / Slightly irregular
101;Flowers / Flower shape or type / Strongly irregular
497;Flowers / Flower shape or type /         1-petalled ray flower
306;Flowers / Flower shape or type /         Bilabiate/2-lipped
169;Flowers / Flower shape or type /         Labiate/1-lipped
170;Flowers / Flower shape or type /         Pea-type flower
102;Flowers / Flower shape or type / Spurred
104;Flowers / Flower length / < 1 mm      < 1/32 in
105;Flowers / Flower length / 1-2 mm      1/32 - 1/16 in
106;Flowers / Flower length / 2-3 mm      1/16 - 1/8 in
107;Flowers / Flower length / 3-4 mm      1/8 - 5/32 in
108;Flowers / Flower length / 4-5 mm      5/32 - 3/16 in
109;Flowers / Flower length / 5-6 mm      3/16 - 1/4 in
110;Flowers / Flower length / 6-7 mm      1/4 - 9/32 in
111;Flowers / Flower length / 7-8 mm      9/32 - 5/16 in
112;Flowers / Flower length / 8-9 mm      5/16 - 11/32 in
113;Flowers / Flower length / 9-10 mm     11/32 - 13/32 in
114;Flowers / Flower length / 1-1.5 cm    13/32 - 19/32 in
115;Flowers / Flower length / 1.5-2 cm    19/32 - 25/32 in
116;Flowers / Flower length / 2-2.5 cm    .8 - 1.0 in
117;Flowers / Flower length / 2.5-3 cm    1.0 - 1.2 in
118;Flowers / Flower length / 3-3.5 cm    1.2 - 1.4 in
119;Flowers / Flower length / 3.5-4 cm    1.4 - 1.6 in
120;Flowers / Flower length / 4-4.5 cm    1.6 - 1.8 in
121;Flowers / Flower length / 4.5-5 cm    1.8 - 2.0 in
123;Flowers / Flower length / 5-5.5 cm    2.0 - 2.2 in
1413;Flowers / Flower length / 5.5-6 cm    2.2 - 2.4 in
1414;Flowers / Flower length / 6-6.5 cm    2.4 - 2.6 in
1415;Flowers / Flower length / 6.5-7 cm    2.6 - 2.75 in
1416;Flowers / Flower length / 7-8 cm      2.75 - 3.2 in
1421;Flowers / Flower length / > 8 cm      > 3.2 in
124;Flowers / Flower width / < 1 mm      < 1/32 in
125;Flowers / Flower width / 1-2 mm      1/32 - 1/16 in
126;Flowers / Flower width / 2-3 mm      1/16 - 1/8 in
127;Flowers / Flower width / 3-4 mm      1/8 - 5/32 in
128;Flowers / Flower width / 4-5 mm      5/32 - 3/16 in
129;Flowers / Flower width / 5-6 mm      3/16 - 1/4 in
130;Flowers / Flower width / 6-7 mm      1/4 - 9/32 in
131;Flowers / Flower width / 7-8 mm      9/32 - 5/16 in
132;Flowers / Flower width / 8-9 mm      5/16 - 11/32 in
133;Flowers / Flower width / 9-10 mm     11/32 - 13/32 in
134;Flowers / Flower width / 1-1.5 cm    13/32 - 19/32 in
135;Flowers / Flower width / 1.5-2 cm    19/32 - 25/32 in
136;Flowers / Flower width / 2-2.5 cm    .8 - 1.0 in
137;Flowers / Flower width / 2.5-3 cm    1.0 - 1.2 in
138;Flowers / Flower width / 3-3.5 cm    1.2 - 1.4 in
139;Flowers / Flower width / 3.5-4 cm    1.4 - 1.6 in
140;Flowers / Flower width / 4-4.5 cm    1.6 - 1.8 in
141;Flowers / Flower width / 4.5-5 cm    1.8 - 2.0 in
143;Flowers / Flower width / 5-5.5 cm    2.0 - 2.2 in
1417;Flowers / Flower width / 5.5-6 cm    2.2 - 2.4 in
1418;Flowers / Flower width / 6-6.5 cm    2.4 - 2.6 in
1419;Flowers / Flower width / 6.5-7 cm    2.6 - 2.75 in
1420;Flowers / Flower width / 7-8 cm      2.75 - 3.2 in
1422;Flowers / Flower width / > 8 cm      > 3.2 in
219;Flowers / Sepal compared to petal / Sepal < petal
220;Flowers / Sepal compared to petal / Sepal generally = petal
221;Flowers / Sepal compared to petal / Sepal > petal
222;Flowers / Sepal compared to petal / NO sepal OR NO petal
985;Flowers / Sepal compared to petal / Tepals ALL alike -> see Tepals
986;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Petals & sepals NOT ALL alike
1000;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals 4, clawed at the base
308;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals 4, not clawed at base
989;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals 5, free to middle or below
990;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals 6, free to base
53;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals 6, united about halfway
2583;Flowers / Tepals (IF petals & sepals alike) / Tepal number / Tepals many, free to base
351;Flowers / Tepals (IF petals & sepals alike) / Tepal tip shape / Pointed
429;Flowers / Tepals (IF petals & sepals alike) / Tepal tip shape / Rounded
816;Flowers / Tepals (IF petals & sepals alike) / Tepal surface / Hairy
821;Flowers / Tepals (IF petals & sepals alike) / Tepal surface / Not hairy
987;Flowers / Sepals / Number of sepals / Sepals & petals alike-> see Tepals
144;Flowers / Sepals / Number of sepals / Sepals 0
972;Flowers / Sepals / Number of sepals / Sepal 1
145;Flowers / Sepals / Number of sepals / Sepals 2
146;Flowers / Sepals / Number of sepals / Sepals 3
147;Flowers / Sepals / Number of sepals / Sepals 4
148;Flowers / Sepals / Number of sepals / Sepals 5
149;Flowers / Sepals / Number of sepals / Sepals 6
150;Flowers / Sepals / Number of sepals / Sepals 7
997;Flowers / Sepals / Number of sepals / Sepals 8
998;Flowers / Sepals / Number of sepals / Sepals 9
151;Flowers / Sepals / Number of sepals / Sepals 10
152;Flowers / Sepals / Number of sepals / Sepals >10
153;Flowers / Sepals / Sepal separation / Completely free to base
154;Flowers / Sepals / Sepal separation / United at base
155;Flowers / Sepals / Sepal separation / United 1/4 - 3/4 of length
156;Flowers / Sepals / Sepal separation / United > 3/4 of length
157;Flowers / Sepals / Sepal tip / Spiny or barbed
158;Flowers / Sepals / Sepal tip / Pointed
159;Flowers / Sepals / Sepal tip / Rounded
160;Flowers / Sepals / Sepal tip / Square
162;Flowers / Sepals / Sepal tip / Bilobed
164;Flowers / Sepals / Sepal surface / Smooth, no hair
168;Flowers / Sepals / Sepal surface / Glaucous
224;Flowers / Sepals / Sepal surface / Glandular
227;Flowers / Sepals / Sepal surface / Hairy
230;Flowers / Sepals / Sepal surface / Hair or bristle tips hooked
677;Flowers / Sepals / Sepal surface / Stellate or branching hair
225;Flowers / Sepals / Sepal surface / Bristled
226;Flowers / Sepals / Sepal surface / Spines, thorns or awns
988;Flowers / Petals / Number of petals / Sepals & petals alike-> see Tepals
72;Flowers / Petals / Number of petals / Petals 0
1441;Flowers / Petals / Number of petals / Petal 1
971;Flowers / Petals / Number of petals / Petals 2
73;Flowers / Petals / Number of petals / Petals 3
74;Flowers / Petals / Number of petals / Petals 4
75;Flowers / Petals / Number of petals / Petals 5
76;Flowers / Petals / Number of petals / Petals 6
77;Flowers / Petals / Number of petals / Petals 7
995;Flowers / Petals / Number of petals / Petals 8
996;Flowers / Petals / Number of petals / Petals 9
78;Flowers / Petals / Number of petals / Petals 10
79;Flowers / Petals / Number of petals / Petals 11-15
80;Flowers / Petals / Number of petals / Petals 16-20
81;Flowers / Petals / Number of petals / Petals 21-30
82;Flowers / Petals / Number of petals / Petals 31-50
83;Flowers / Petals / Number of petals / Petals > 50
84;Flowers / Petals / Petal separation / Completely free to base
85;Flowers / Petals / Petal separation / United at base only
86;Flowers / Petals / Petal separation / United 1/4 - 3/4 length
87;Flowers / Petals / Petal separation / United > 3/4 length
88;Flowers / Petals / Petal tip shape / Pointed tip
89;Flowers / Petals / Petal tip shape / Rounded tip
98;Flowers / Petals / Petal tip shape / Square tip
822;Flowers / Petals / Petal tip shape / Erose tip/irregular
204;Flowers / Petals / Petal tip shape / Toothed
90;Flowers / Petals / Petal tip shape / Bilobed or notched
91;Flowers / Petals / Petal tip shape / Trilobed
1041;Flowers / Petals / Petal tip shape / 4-5 linear lobes
1042;Flowers / Petals / Petal tip shape / 6-7 linear lobes
1043;Flowers / Petals / Petal tip shape / > 7 linear lobes
848;Flowers / Petals / Petal tip shape / Lobes on sides below tip
470;Flowers / Petals / Petal tip shape / Tip forming a pouch
94;Flowers / Petals / Petal tip shape / Fornice/ridge on upper surface
182;Flowers / Stamens / Number of fertile stamens / Stamens 0
283;Flowers / Stamens / Number of fertile stamens / Stamen 1
183;Flowers / Stamens / Number of fertile stamens / Stamens 2
184;Flowers / Stamens / Number of fertile stamens / Stamens 3
185;Flowers / Stamens / Number of fertile stamens / Stamens 4
186;Flowers / Stamens / Number of fertile stamens / Stamens 5
187;Flowers / Stamens / Number of fertile stamens / Stamens 6
188;Flowers / Stamens / Number of fertile stamens / Stamens 7
189;Flowers / Stamens / Number of fertile stamens / Stamens 8
190;Flowers / Stamens / Number of fertile stamens / Stamens 9
191;Flowers / Stamens / Number of fertile stamens / Stamens 10
192;Flowers / Stamens / Number of fertile stamens / More than 10 stamens
556;Flowers / Stamens / Stamens included in corolla tube / Stamens included in corolla tube
593;Flowers / Stamens / Stamens included in corolla tube / Stamens exserted, not included
840;Flowers / Stamens / Stamens attached to petals / Whether stamens attached to petals / Stamens attached to petals
57;Flowers / Stamens / Stamens attached to petals / Whether stamens attached to petals / Stamens NOT attached to petals
855;Flowers / Stamens / Stamens attached to petals / Point of stamen attachment to petal / At same height above tube middle
867;Flowers / Stamens / Stamens attached to petals / Point of stamen attachment to petal / At same height below tube middle
870;Flowers / Stamens / Stamens attached to petals / Point of stamen attachment to petal / At varying height above tube middle
871;Flowers / Stamens / Stamens attached to petals / Point of stamen attachment to petal / At varying height below tube middle
843;Flowers / Stamens / Stamens attached to petals / Stamens attached alternate or opposite petals / Attached alternate with petals
854;Flowers / Stamens / Stamens attached to petals / Stamens attached alternate or opposite petals / Attached opposite petal lobes
823;Flowers / Stamens / Stamens united vs separate / Filaments or anthers NOT united
197;Flowers / Stamens / Stamens united vs separate / Filaments united (monadelphous)
198;Flowers / Stamens / Stamens united vs separate / Filaments united (diadelphous)
338;Flowers / Stamens / Stamens united vs separate / Filaments united into 3-5 groups
199;Flowers / Stamens / Stamens united vs separate / Anthers united (syngenesious)
165;Flowers / Ovary / Ovary position / Superior
166;Flowers / Ovary / Ovary position / Partly inferior
167;Flowers / Ovary / Ovary position / Inferior
555;Flowers / Ovary / Carpels separate or united / Carpels separate or single
557;Flowers / Ovary / Carpels separate or united / Carpels 2 or more and united
249;Flowers / Ovary / Number of Locules/cells / Locule 1
250;Flowers / Ovary / Number of Locules/cells / Locules 2
251;Flowers / Ovary / Number of Locules/cells / Locules 3
252;Flowers / Ovary / Number of Locules/cells / Locules 4
253;Flowers / Ovary / Number of Locules/cells / Locules 5
254;Flowers / Ovary / Number of Locules/cells / Locules 6-9
255;Flowers / Ovary / Number of Locules/cells / Locules 10
256;Flowers / Ovary / Number of Locules/cells / Locules >10
173;Flowers / Ovary / Number of styles / Styles 0  (Stigmas sessile)
174;Flowers / Ovary / Number of styles / Style 1
175;Flowers / Ovary / Number of styles / Styles 2
176;Flowers / Ovary / Number of styles / Styles 3
177;Flowers / Ovary / Number of styles / Styles 4
178;Flowers / Ovary / Number of styles / Styles 5
179;Flowers / Ovary / Number of styles / Styles 6-9
180;Flowers / Ovary / Number of styles / Styles 10
181;Flowers / Ovary / Number of styles / Styles >10
171;Flowers / Flower sex / Bisexual
172;Flowers / Flower sex / Unisexual, both on same plant
382;Flowers / Flower sex / Unisexual, on separate plants
66;Fruit / Fruit type / Achene or cypsela
1425;Fruit / Fruit type / Acorn
70;Fruit / Fruit type / Aggregate or multiple
2953;Fruit / Fruit type / Berry, brown
261;Fruit / Fruit type / Berry, black
92;Fruit / Fruit type / Berry, purple
161;Fruit / Fruit type / Berry, blue
262;Fruit / Fruit type / Berry, green
263;Fruit / Fruit type / Berry, red
258;Fruit / Fruit type / Berry, orange
543;Fruit / Fruit type / Berry, yellow
93;Fruit / Fruit type / Berry, white
264;Fruit / Fruit type / Capsule
275;Fruit / Fruit type / Drupe
276;Fruit / Fruit type / Follicle
65;Fruit / Fruit type / Hip
268;Fruit / Fruit type / Legume --> see special Legume menu
1721;Fruit / Fruit type / Melon/Gourd/Cucumber
269;Fruit / Fruit type / Nut
270;Fruit / Fruit type / Nutlets
277;Fruit / Fruit type / Pome
278;Fruit / Fruit type / Samara
271;Fruit / Fruit type / Schizocarp
483;Fruit / Fruit type /   Schizocarp, dorsally flattened
486;Fruit / Fruit type /            Schiz. dorsally winged also
485;Fruit / Fruit type /   Schizocarp, laterally flattened
279;Fruit / Fruit type / Silicle  --> see Brassicaceae fruit menu
280;Fruit / Fruit type / Silique  --> see Brassicaceae fruit menu
273;Fruit / Fruit type / Utricle
281;Fruit / Fruit length at maturity / Under 1 mm      Under 1/32 in
282;Fruit / Fruit length at maturity / 1-2 mm      1/32 - 1/16 in
388;Fruit / Fruit length at maturity / 2-3 mm      1/16 - 1/8 in
390;Fruit / Fruit length at maturity / 3-4 mm      1/8 - 5/32 in
424;Fruit / Fruit length at maturity / 4-5 mm      5/32 - 3/16 in
286;Fruit / Fruit length at maturity / 5-6 mm      3/16 - 1/4 in
287;Fruit / Fruit length at maturity / 6-7 mm      1/4 - 9/32 in
288;Fruit / Fruit length at maturity / 7-8 mm      9/32 - 5/16 in
289;Fruit / Fruit length at maturity / 8-9 mm      5/16 - 11/32 in
290;Fruit / Fruit length at maturity / 9-10 mm     11/32 - 13/32 in
291;Fruit / Fruit length at maturity / 10-12 mm    13/32 - 15/32 in
1781;Fruit / Fruit length at maturity / 12-15 mm    15/32 - 19/32 in
292;Fruit / Fruit length at maturity / 1.5-2 cm    19/32 - 25/32 in
293;Fruit / Fruit length at maturity / 2-2.5 cm    .8 - 1.0 in
294;Fruit / Fruit length at maturity / 2.5-3 cm    1.0 - 1.2 in
295;Fruit / Fruit length at maturity / 3-3.5 cm    1.2 - 1.4 in
296;Fruit / Fruit length at maturity / 3.5-4 cm    1.4 - 1.6 in
297;Fruit / Fruit length at maturity / 4-4.5 cm    1.6 - 1.8 in
298;Fruit / Fruit length at maturity / 4.5-5 cm    1.8 - 2.0 in
299;Fruit / Fruit length at maturity / 5-6 cm      2.0 - 2.4 in
300;Fruit / Fruit length at maturity / 6-7 cm      2.4 - 2.75 in
301;Fruit / Fruit length at maturity / 7-8 cm      2.75 - 3.2 in
302;Fruit / Fruit length at maturity / 8-9 cm      3.2 - 3.5 in
303;Fruit / Fruit length at maturity / 9-10 cm     3.5 - 3.9 in
304;Fruit / Fruit length at maturity / Over 1 dm    Over 3.9 in
1237;Fruit / Fruit width at maturity / Under 1 mm      Under 1/32 in
1294;Fruit / Fruit width at maturity / 1-2 mm      1/32 - 1/16 in
1295;Fruit / Fruit width at maturity / 2-3 mm      1/16 - 1/8 in
1296;Fruit / Fruit width at maturity / 3-4 mm      1/8 - 5/32 in
1297;Fruit / Fruit width at maturity / 4-5 mm      5/32 - 3/16 in
1298;Fruit / Fruit width at maturity / 5-6 mm      3/16 - 1/4 in
1299;Fruit / Fruit width at maturity / 6-7 mm      1/4 - 9/32 in
1300;Fruit / Fruit width at maturity / 7-8 mm      9/32 - 5/16 in
1301;Fruit / Fruit width at maturity / 8-9 mm      5/16 - 11/32 in
1302;Fruit / Fruit width at maturity / 9-10 mm     11/32 - 13/32 in
1303;Fruit / Fruit width at maturity / 10-12 mm    13/32 - 15/32 in
1304;Fruit / Fruit width at maturity / 12-15 mm    15/32 - 19/32 in
1305;Fruit / Fruit width at maturity / 1.5-2 cm    19/32 - 25/32 in
1306;Fruit / Fruit width at maturity / 2-2.5 cm    .8 - 1.0 in
1307;Fruit / Fruit width at maturity / 2.5-3 cm    1.0 - 1.2 in
1308;Fruit / Fruit width at maturity / 3-3.5 cm    1.2 - 1.4 in
1309;Fruit / Fruit width at maturity / 3.5-4 cm    1.4 - 1.6 in
1310;Fruit / Fruit width at maturity / Over 4 cm    Over 1.6 in
55;Fruit / Fruit/seed hooked or armed / NOT bur-like nor armed
319;Fruit / Fruit/seed hooked or armed / Bur-like, hooked or barbed
58;Fruit / Fruit/seed hooked or armed / Armed, prickles, bristles, thorns
502;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Terminal single head
503;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Heads single in leaf axils
1761;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Spike                    (sessile)
1765;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Raceme               (peduncles)
1766;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Panicle
1772;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Secund/1-sided
1767;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Cyme/Corymb
1774;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Cluster
1775;Extra menus for some families or genera / Asteraceae or Sunflower Family / Arrangement of flower heads / Heads compounded into a sphere
1776;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 1 single head
1777;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 2-6 heads
1832;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 7-14 heads
1966;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 15-29 heads
1969;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 30-59 heads
1972;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / 60-100 heads
1976;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of flower heads / Over 100 heads
2240;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Squared, flattened
2241;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Rounded
2242;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Pointed
2243;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Long narrow appendage
2244;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Barbed, a bristle or awn
2246;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Curled out and down or hooked
2247;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Tuft of hair
2248;Extra menus for some families or genera / Asteraceae or Sunflower Family / Involucre bract tips / Comb-like, divided, fan-shaped
2250;Extra menus for some families or genera / Asteraceae or Sunflower Family / Bract surface / Smooth, no hair
